"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"создание и обслуживание систем контроля доступа к портам и устройствам","8875731","358","4437865"
"организацию антивирусной защиты","193128","160","64376"
"решения касающиеся сетевой безопасности и отражения угроз","7344806","18","3672403"
"организация систем видеонаблюдения","402458","228","134152"
"построение и обслуживание структурированных кабельных систем (СКС)","1234897","216","617448"
"создание и поддержка интеллектуальных медиасистем","1092532","113","364177"
"телефония","2129230","31","1064615"
"создание виртуального офиса","5574150","297","2787075"
"организация резервного копирования","6552070","112","3276035"
"администрирование сетей и серверов","1985409","36","661803"
"техническая поддержка рабочих станций и ИТ сервисов","1438067","119","719033"
"веб-разработка","9993662","129","4996831"
"создание мобильных систем","550174","212","275087"
"создание и обслуживание систем контроля доступа к портам и устройствам","1881781","113","940890"
"организацию антивирусной защиты","4812566","205","2406283"
"решения касающиеся сетевой безопасности и отражения угроз","675855","135","225285"
"организация систем видеонаблюдения","5571533","273","2785766"
"построение и обслуживание структурированных кабельных систем (СКС)","1511769","48","503923"
"создание и поддержка интеллектуальных медиасистем","6420980","31","2140326"
"телефония","4354648","196","1451549"
"создание виртуального офиса","6192547","346","3096273"
"организация резервного копирования","7956611","272","2652203"
"администрирование сетей и серверов","7746219","129","3873109"
"техническая поддержка рабочих станций и ИТ сервисов","8798120","50","4399060"
"веб-разработка","2471773","185","1235886"
"создание мобильных систем","4050624","182","1350208"
"создание и обслуживание систем контроля доступа к портам и устройствам","4342397","154","2171198"
"организацию антивирусной защиты","3925397","100","1308465"
"решения касающиеся сетевой безопасности и отражения угроз","7385112","358","2461704"
"организация систем видеонаблюдения","2503070","45","1251535"
"построение и обслуживание структурированных кабельных систем (СКС)","4110222","123","2055111"
"создание и поддержка интеллектуальных медиасистем","9957878","74","4978939"
"телефония","5780929","248","2890464"
"создание виртуального офиса","5655795","168","2827897"
"организация резервного копирования","5976488","141","1992162"
"администрирование сетей и серверов","7889342","323","2629780"
"техническая поддержка рабочих станций и ИТ сервисов","4987944","275","1662648"
"веб-разработка","737646","363","245882"
"создание мобильных систем","4611390","43","1537130"
"создание и обслуживание систем контроля доступа к портам и устройствам","8551061","18","4275530"
"организацию антивирусной защиты","1718003","142","859001"
"решения касающиеся сетевой безопасности и отражения угроз","5002168","91","2501084"
"организация систем видеонаблюдения","3162637","212","1054212"
"построение и обслуживание структурированных кабельных систем (СКС)","3530773","351","1176924"
"создание и поддержка интеллектуальных медиасистем","3417103","80","1708551"
"телефония","1422054","274","711027"
"создание виртуального офиса","6243358","316","2081119"
"организация резервного копирования","8615582","211","4307791"
"администрирование сетей и серверов","8798401","46","4399200"
"техническая поддержка рабочих станций и ИТ сервисов","8944894","272","4472447"
"веб-разработка","5564423","353","1854807"
"создание мобильных систем","1382422","92","691211"
"создание и обслуживание систем контроля доступа к портам и устройствам","103226","142","51613"
"организацию антивирусной защиты","5582276","234","2791138"
"решения касающиеся сетевой безопасности и отражения угроз","7685522","306","3842761"
"организация систем видеонаблюдения","2761153","280","1380576"
"построение и обслуживание структурированных кабельных систем (СКС)","3371433","99","1685716"
"создание и поддержка интеллектуальных медиасистем","413664","234","206832"
"телефония","7484790","194","3742395"
"создание виртуального офиса","9605048","352","4802524"
"организация резервного копирования","5285642","191","2642821"
"администрирование сетей и серверов","3691437","256","1230479"
"техническая поддержка рабочих станций и ИТ сервисов","7658785","241","2552928"
"веб-разработка","1310281","344","436760"
"создание мобильных систем","3200060","96","1600030"
"создание и обслуживание систем контроля доступа к портам и устройствам","4289312","363","1429770"
"организацию антивирусной защиты","6604183","37","3302091"
"решения касающиеся сетевой безопасности и отражения угроз","5414156","219","2707078"
"организация систем видеонаблюдения","6072433","354","2024144"
"построение и обслуживание структурированных кабельных систем (СКС)","395379","182","131793"
"создание и поддержка интеллектуальных медиасистем","6629076","336","2209692"
"телефония","7404605","295","2468201"
"создание виртуального офиса","3644574","360","1822287"
"организация резервного копирования","9018285","354","4509142"
"администрирование сетей и серверов","1402189","128","701094"
"техническая поддержка рабочих станций и ИТ сервисов","5420250","102","1806750"
"веб-разработка","7356914","35","3678457"
"создание мобильных систем","3763760","69","1881880"
"создание и обслуживание систем контроля доступа к портам и устройствам","4399669","188","2199834"
"организацию антивирусной защиты","5508186","352","1836062"
"решения касающиеся сетевой безопасности и отражения угроз","3762148","175","1881074"
"организация систем видеонаблюдения","6752767","277","3376383"
"построение и обслуживание структурированных кабельных систем (СКС)","7010491","201","2336830"
"создание и поддержка интеллектуальных медиасистем","8605320","321","2868440"
"телефония","6559012","81","3279506"
"создание виртуального офиса","5885450","194","1961816"
"организация резервного копирования","5147729","285","2573864"
"администрирование сетей и серверов","7342907","114","3671453"
"техническая поддержка рабочих станций и ИТ сервисов","6834164","82","2278054"
"веб-разработка","7906520","315","3953260"
"создание мобильных систем","5334759","81","1778253"
"создание и обслуживание систем контроля доступа к портам и устройствам","5029588","256","1676529"
"организацию антивирусной защиты","7828336","299","3914168"
"решения касающиеся сетевой безопасности и отражения угроз","7293487","202","2431162"
"организация систем видеонаблюдения","8975766","235","2991922"
"построение и обслуживание структурированных кабельных систем (СКС)","3481076","216","1740538"
"создание и поддержка интеллектуальных медиасистем","1792392","74","597464"
"телефония","9427042","264","4713521"
"создание виртуального офиса","8562649","98","2854216"
"организация резервного копирования","872279","159","436139"
"администрирование сетей и серверов","3710670","231","1236890"
"техническая поддержка рабочих станций и ИТ сервисов","2475032","132","1237516"
"веб-разработка","467925","80","233962"
"создание мобильных систем","7979824","109","3989912"
"создание и обслуживание систем контроля доступа к портам и устройствам","3694411","316","1231470"
"организацию антивирусной защиты","8347541","99","4173770"
"решения касающиеся сетевой безопасности и отражения угроз","5853337","210","1951112"
"организация систем видеонаблюдения","6570785","216","3285392"
"построение и обслуживание структурированных кабельных систем (СКС)","1751212","276","875606"
"создание и поддержка интеллектуальных медиасистем","1542631","273","771315"
"телефония","3044768","155","1522384"
"создание виртуального офиса","2214840","137","1107420"
"организация резервного копирования","8086265","167","2695421"
"администрирование сетей и серверов","7769135","218","3884567"
"техническая поддержка рабочих станций и ИТ сервисов","8932467","347","2977489"
"веб-разработка","3444225","345","1148075"
"создание мобильных систем","8841446","293","4420723"
"создание и обслуживание систем контроля доступа к портам и устройствам","6966986","222","3483493"
"организацию антивирусной защиты","4536812","63","2268406"
"решения касающиеся сетевой безопасности и отражения угроз","4608364","233","1536121"
"организация систем видеонаблюдения","7053443","144","3526721"
"построение и обслуживание структурированных кабельных систем (СКС)","4551675","58","2275837"
"создание и поддержка интеллектуальных медиасистем","7132150","208","3566075"
"телефония","9481916","288","4740958"
"создание виртуального офиса","5483886","239","2741943"
"организация резервного копирования","8195735","203","4097867"
"администрирование сетей и серверов","6810672","206","3405336"
"техническая поддержка рабочих станций и ИТ сервисов","604233","89","302116"
"веб-разработка","3898632","252","1949316"
"создание мобильных систем","4410189","71","2205094"
"создание и обслуживание систем контроля доступа к портам и устройствам","1956496","149","652165"
"организацию антивирусной защиты","1304563","252","434854"
"решения касающиеся сетевой безопасности и отражения угроз","9067493","332","3022497"
"организация систем видеонаблюдения","7951568","327","3975784"
"построение и обслуживание структурированных кабельных систем (СКС)","6073476","79","2024492"
"создание и поддержка интеллектуальных медиасистем","9470659","160","3156886"
"телефония","4776893","66","2388446"
"создание виртуального офиса","2609506","139","869835"
"организация резервного копирования","1763091","71","881545"
"администрирование сетей и серверов","7474015","108","3737007"
"техническая поддержка рабочих станций и ИТ сервисов","5759327","127","2879663"
"веб-разработка","3470335","138","1735167"
"создание мобильных систем","1494626","117","498208"
"создание и обслуживание систем контроля доступа к портам и устройствам","8921450","64","2973816"
"организацию антивирусной защиты","8590310","55","2863436"
"решения касающиеся сетевой безопасности и отражения угроз","265378","335","132689"
"организация систем видеонаблюдения","9559987","202","4779993"
"построение и обслуживание структурированных кабельных систем (СКС)","7376054","317","2458684"
"создание и поддержка интеллектуальных медиасистем","6802723","38","3401361"
"телефония","3364888","174","1121629"
"создание виртуального офиса","3489416","133","1744708"
"организация резервного копирования","199399","347","66466"
"администрирование сетей и серверов","2010073","217","670024"
"техническая поддержка рабочих станций и ИТ сервисов","1593951","286","796975"
"веб-разработка","8564006","43","4282003"
"создание мобильных систем","8654245","206","2884748"
"создание и обслуживание систем контроля доступа к портам и устройствам","3974184","90","1324728"
"организацию антивирусной защиты","8905115","192","2968371"
"решения касающиеся сетевой безопасности и отражения угроз","3307764","37","1102588"
"организация систем видеонаблюдения","4598813","361","2299406"
"построение и обслуживание структурированных кабельных систем (СКС)","3865505","98","1288501"
"создание и поддержка интеллектуальных медиасистем","8928501","90","2976167"
"телефония","7712866","116","2570955"
"создание виртуального офиса","5147861","238","1715953"
"организация резервного копирования","1349913","32","449971"
"администрирование сетей и серверов","5494736","221","2747368"
"техническая поддержка рабочих станций и ИТ сервисов","3367142","221","1683571"
"веб-разработка","5138282","40","2569141"
"создание мобильных систем","7444505","350","3722252"
"создание и обслуживание систем контроля доступа к портам и устройствам","4188234","315","1396078"
"организацию антивирусной защиты","5274689","77","1758229"
"решения касающиеся сетевой безопасности и отражения угроз","3980040","337","1990020"
"организация систем видеонаблюдения","8719409","146","4359704"
"построение и обслуживание структурированных кабельных систем (СКС)","4470091","97","2235045"
"создание и поддержка интеллектуальных медиасистем","6654112","153","3327056"
"телефония","7740549","214","3870274"
"создание виртуального офиса","5977581","64","2988790"
"организация резервного копирования","720397","140","360198"
"администрирование сетей и серверов","3699679","161","1233226"
"техническая поддержка рабочих станций и ИТ сервисов","5446202","127","2723101"
"веб-разработка","9953503","339","3317834"
"создание мобильных систем","8067943","25","2689314"
"создание и обслуживание систем контроля доступа к портам и устройствам","3522057","262","1761028"
"организацию антивирусной защиты","2282783","178","1141391"
"решения касающиеся сетевой безопасности и отражения угроз","2298428","358","1149214"
"организация систем видеонаблюдения","6853432","246","3426716"
"построение и обслуживание структурированных кабельных систем (СКС)","6290746","112","2096915"
"создание и поддержка интеллектуальных медиасистем","5910658","286","2955329"
"телефония","2384963","85","1192481"
"создание виртуального офиса","1726605","56","575535"
"организация резервного копирования","1455045","81","727522"
"администрирование сетей и серверов","8891044","128","4445522"
"техническая поддержка рабочих станций и ИТ сервисов","1684824","54","842412"
"веб-разработка","6016751","265","2005583"
"создание мобильных систем","3638193","18","1212731"
"создание и обслуживание систем контроля доступа к портам и устройствам","3082896","307","1541448"
"организацию антивирусной защиты","9438671","233","3146223"
"решения касающиеся сетевой безопасности и отражения угроз","8875308","303","2958436"
"организация систем видеонаблюдения","8378334","150","2792778"
"построение и обслуживание структурированных кабельных систем (СКС)","7935225","215","3967612"
"создание и поддержка интеллектуальных медиасистем","8698883","51","2899627"
"телефония","9287520","197","4643760"
"создание виртуального офиса","1831206","296","915603"
"организация резервного копирования","720526","98","240175"
"администрирование сетей и серверов","3538886","186","1179628"
"техническая поддержка рабочих станций и ИТ сервисов","6397503","80","2132501"
"веб-разработка","4561406","332","2280703"
"создание мобильных систем","1418269","64","709134"
"создание и обслуживание систем контроля доступа к портам и устройствам","3355379","22","1118459"
"организацию антивирусной защиты","4219074","352","1406358"
"решения касающиеся сетевой безопасности и отражения угроз","2761627","313","920542"
"организация систем видеонаблюдения","3612769","64","1204256"
"построение и обслуживание структурированных кабельных систем (СКС)","977439","304","325813"
"создание и поддержка интеллектуальных медиасистем","2091852","263","1045926"
"телефония","1122002","51","374000"
"создание виртуального офиса","8898793","342","2966264"
"организация резервного копирования","1247758","260","623879"
"администрирование сетей и серверов","180472","17","60157"
"техническая поддержка рабочих станций и ИТ сервисов","9758904","295","4879452"
"веб-разработка","9158727","314","4579363"
"создание мобильных систем","400354","27","133451"
"создание и обслуживание систем контроля доступа к портам и устройствам","7373729","146","3686864"
"организацию антивирусной защиты","7074024","243","3537012"
"решения касающиеся сетевой безопасности и отражения угроз","1632530","335","544176"
"организация систем видеонаблюдения","1312142","107","656071"
"построение и обслуживание структурированных кабельных систем (СКС)","3181517","28","1060505"
"создание и поддержка интеллектуальных медиасистем","8217123","243","2739041"
"телефония","1104953","146","552476"
"создание виртуального офиса","6184713","155","2061571"
"организация резервного копирования","6957559","249","3478779"
"администрирование сетей и серверов","8393073","204","4196536"
"техническая поддержка рабочих станций и ИТ сервисов","9337507","291","4668753"
"веб-разработка","5699326","299","1899775"
"создание мобильных систем","4895640","30","2447820"
"создание и обслуживание систем контроля доступа к портам и устройствам","7122181","111","2374060"
"организацию антивирусной защиты","2011784","84","1005892"
"решения касающиеся сетевой безопасности и отражения угроз","5346944","293","2673472"
"организация систем видеонаблюдения","2443153","358","814384"
"построение и обслуживание структурированных кабельных систем (СКС)","9676799","291","4838399"
"создание и поддержка интеллектуальных медиасистем","4088229","244","1362743"
"телефония","5691291","53","2845645"
"создание виртуального офиса","1135607","354","567803"
"организация резервного копирования","4553611","86","2276805"
"администрирование сетей и серверов","5053696","109","1684565"
"техническая поддержка рабочих станций и ИТ сервисов","1073990","195","357996"
"веб-разработка","7732635","26","3866317"
"создание мобильных систем","5768935","103","1922978"
"создание и обслуживание систем контроля доступа к портам и устройствам","5699417","43","1899805"
"организацию антивирусной защиты","9271604","289","3090534"
"решения касающиеся сетевой безопасности и отражения угроз","4754613","25","2377306"
"организация систем видеонаблюдения","8918979","66","4459489"
"построение и обслуживание структурированных кабельных систем (СКС)","8395913","265","2798637"
"создание и поддержка интеллектуальных медиасистем","3890505","354","1945252"
"телефония","5022284","29","1674094"
"создание виртуального офиса","395840","132","197920"
"организация резервного копирования","8967098","119","2989032"
"администрирование сетей и серверов","1679786","126","559928"
"техническая поддержка рабочих станций и ИТ сервисов","3683749","176","1841874"
"веб-разработка","5101050","118","1700350"
"создание мобильных систем","1875555","114","937777"
"создание и обслуживание систем контроля доступа к портам и устройствам","1619341","253","539780"
"организацию антивирусной защиты","8203462","72","2734487"
"решения касающиеся сетевой безопасности и отражения угроз","3871586","106","1290528"
"организация систем видеонаблюдения","8500798","275","2833599"
"построение и обслуживание структурированных кабельных систем (СКС)","3201136","290","1600568"
"создание и поддержка интеллектуальных медиасистем","6197606","174","2065868"
"телефония","1188036","235","594018"
"создание виртуального офиса","7132455","304","2377485"
"организация резервного копирования","7898021","289","2632673"
"администрирование сетей и серверов","587699","327","195899"
"техническая поддержка рабочих станций и ИТ сервисов","297960","99","148980"
"веб-разработка","1679571","178","559857"
"создание мобильных систем","7600171","309","3800085"
"создание и обслуживание систем контроля доступа к портам и устройствам","9325279","109","3108426"
"организацию антивирусной защиты","562932","208","187644"
"решения касающиеся сетевой безопасности и отражения угроз","9691211","81","4845605"
"организация систем видеонаблюдения","4991480","333","2495740"
"построение и обслуживание структурированных кабельных систем (СКС)","7629703","296","2543234"
"создание и поддержка интеллектуальных медиасистем","8700302","81","2900100"
"телефония","7501635","118","2500545"
"создание виртуального офиса","9912274","255","4956137"
"организация резервного копирования","3922049","210","1307349"
"администрирование сетей и серверов","1286462","343","428820"
"техническая поддержка рабочих станций и ИТ сервисов","7665020","148","3832510"
"веб-разработка","2670173","114","890057"
"создание мобильных систем","3711394","248","1237131"
"создание и обслуживание систем контроля доступа к портам и устройствам","8832882","98","2944294"
"организацию антивирусной защиты","5508242","332","1836080"
"решения касающиеся сетевой безопасности и отражения угроз","1376878","334","688439"
"организация систем видеонаблюдения","5500682","29","1833560"
"построение и обслуживание структурированных кабельных систем (СКС)","3906108","124","1302036"
"создание и поддержка интеллектуальных медиасистем","5031554","70","1677184"
"телефония","4043742","273","1347914"
"создание виртуального офиса","5110285","108","2555142"
"организация резервного копирования","2460374","338","1230187"
"администрирование сетей и серверов","4220796","201","1406932"
"техническая поддержка рабочих станций и ИТ сервисов","2727227","360","1363613"
"веб-разработка","2013246","324","671082"
"создание мобильных систем","4971270","26","2485635"
"создание и обслуживание систем контроля доступа к портам и устройствам","7170497","47","2390165"
"организацию антивирусной защиты","3724729","139","1241576"
"решения касающиеся сетевой безопасности и отражения угроз","9106041","39","4553020"
"организация систем видеонаблюдения","2756060","116","918686"
"построение и обслуживание структурированных кабельных систем (СКС)","1239194","81","413064"
"создание и поддержка интеллектуальных медиасистем","7785381","152","2595127"
"телефония","2668397","338","1334198"
"создание виртуального офиса","9756952","51","3252317"
"организация резервного копирования","9326356","226","4663178"
"администрирование сетей и серверов","3906681","31","1953340"
"техническая поддержка рабочих станций и ИТ сервисов","4857157","174","2428578"
"веб-разработка","1776616","28","592205"
"создание мобильных систем","3883131","262","1941565"
"создание и обслуживание систем контроля доступа к портам и устройствам","2258699","299","752899"
"организацию антивирусной защиты","1744306","144","872153"
"решения касающиеся сетевой безопасности и отражения угроз","6033135","229","3016567"
"организация систем видеонаблюдения","5531602","91","1843867"
"построение и обслуживание структурированных кабельных систем (СКС)","4377665","191","2188832"
"создание и поддержка интеллектуальных медиасистем","2842519","264","1421259"
"телефония","1549346","86","516448"
"создание виртуального офиса","3365197","42","1121732"
"организация резервного копирования","5003615","316","2501807"
"администрирование сетей и серверов","2096368","148","1048184"
"техническая поддержка рабочих станций и ИТ сервисов","5998891","183","1999630"
"веб-разработка","3638731","187","1212910"
"создание мобильных систем","303265","325","151632"
"создание и обслуживание систем контроля доступа к портам и устройствам","194495","141","97247"
"организацию антивирусной защиты","5262577","135","2631288"
"решения касающиеся сетевой безопасности и отражения угроз","4556019","86","2278009"
"организация систем видеонаблюдения","6185924","278","3092962"
"построение и обслуживание структурированных кабельных систем (СКС)","5801044","45","1933681"
"создание и поддержка интеллектуальных медиасистем","9305327","34","3101775"
"телефония","4308297","271","2154148"
"создание виртуального офиса","2258142","176","1129071"
"организация резервного копирования","7438457","55","3719228"
"администрирование сетей и серверов","498112","116","166037"
"техническая поддержка рабочих станций и ИТ сервисов","8675437","271","4337718"
"веб-разработка","1910734","99","955367"
"создание мобильных систем","8624568","293","2874856"
"создание и обслуживание систем контроля доступа к портам и устройствам","8822172","72","2940724"
"организацию антивирусной защиты","276369","173","138184"
"решения касающиеся сетевой безопасности и отражения угроз","6694638","82","2231546"
"организация систем видеонаблюдения","1493929","18","746964"
"построение и обслуживание структурированных кабельных систем (СКС)","6386683","125","3193341"
"создание и поддержка интеллектуальных медиасистем","3807541","166","1903770"
"телефония","6499621","224","3249810"
"создание виртуального офиса","3283579","139","1641789"
"организация резервного копирования","6376249","355","3188124"
"администрирование сетей и серверов","1190561","326","595280"
"техническая поддержка рабочих станций и ИТ сервисов","1741113","238","870556"
"веб-разработка","636478","20","318239"
"создание мобильных систем","8212819","136","2737606"
"создание и обслуживание систем контроля доступа к портам и устройствам","3481502","103","1160500"
"организацию антивирусной защиты","6961729","53","2320576"
"решения касающиеся сетевой безопасности и отражения угроз","8318731","361","2772910"
"организация систем видеонаблюдения","5142573","353","1714191"
"построение и обслуживание структурированных кабельных систем (СКС)","2155633","153","718544"
"создание и поддержка интеллектуальных медиасистем","5919065","364","1973021"
"телефония","8860017","216","4430008"
"создание виртуального офиса","2866325","83","955441"
"организация резервного копирования","7418325","173","2472775"
"администрирование сетей и серверов","6223919","294","3111959"
"техническая поддержка рабочих станций и ИТ сервисов","3867677","223","1289225"
"веб-разработка","4301186","299","2150593"
"создание мобильных систем","7058836","323","2352945"
"создание и обслуживание систем контроля доступа к портам и устройствам","1061050","197","530525"
"организацию антивирусной защиты","3729029","197","1864514"
"решения касающиеся сетевой безопасности и отражения угроз","7772183","228","3886091"
"организация систем видеонаблюдения","7948674","264","2649558"
"построение и обслуживание структурированных кабельных систем (СКС)","7024810","129","2341603"
"создание и поддержка интеллектуальных медиасистем","1402641","274","467547"
"телефония","3536484","258","1768242"
"создание виртуального офиса","4787542","64","2393771"
"организация резервного копирования","9628666","57","3209555"
"администрирование сетей и серверов","5032838","80","1677612"
"техническая поддержка рабочих станций и ИТ сервисов","6505611","174","3252805"
"веб-разработка","6541189","17","3270594"
"создание мобильных систем","611778","283","203926"
"создание и обслуживание систем контроля доступа к портам и устройствам","815632","252","407816"
"организацию антивирусной защиты","5248928","285","2624464"
"решения касающиеся сетевой безопасности и отражения угроз","3492797","333","1746398"
"организация систем видеонаблюдения","2495913","100","831971"
"построение и обслуживание структурированных кабельных систем (СКС)","8143148","153","4071574"
"создание и поддержка интеллектуальных медиасистем","4226569","151","2113284"
"телефония","7538555","101","3769277"
"создание виртуального офиса","9884600","111","3294866"
"организация резервного копирования","8905231","168","2968410"
"администрирование сетей и серверов","3663461","73","1831730"
"техническая поддержка рабочих станций и ИТ сервисов","4107337","89","2053668"
"веб-разработка","1726506","345","575502"
"создание мобильных систем","9094551","293","4547275"
"создание и обслуживание систем контроля доступа к портам и устройствам","2415049","126","805016"
"организацию антивирусной защиты","7093144","148","3546572"
"решения касающиеся сетевой безопасности и отражения угроз","5007167","195","1669055"
"организация систем видеонаблюдения","163436","112","54478"
"построение и обслуживание структурированных кабельных систем (СКС)","8038917","234","2679639"
"создание и поддержка интеллектуальных медиасистем","5178357","277","2589178"
"телефония","7081392","161","3540696"
"создание виртуального офиса","6798353","110","3399176"
"организация резервного копирования","7798822","323","2599607"
"администрирование сетей и серверов","1465099","108","732549"
"техническая поддержка рабочих станций и ИТ сервисов","5936092","232","1978697"
"веб-разработка","7110189","116","3555094"
"создание мобильных систем","8216436","294","2738812"
"создание и обслуживание систем контроля доступа к портам и устройствам","8501878","115","4250939"
"организацию антивирусной защиты","6519649","206","2173216"
"решения касающиеся сетевой безопасности и отражения угроз","4608753","105","1536251"
"организация систем видеонаблюдения","3141787","281","1570893"
"построение и обслуживание структурированных кабельных систем (СКС)","1586783","108","528927"
"создание и поддержка интеллектуальных медиасистем","3385319","355","1692659"
"телефония","315846","240","105282"
"создание виртуального офиса","2530088","136","1265044"
"организация резервного копирования","7017401","364","2339133"
"администрирование сетей и серверов","9327862","319","3109287"
"техническая поддержка рабочих станций и ИТ сервисов","6390932","313","2130310"
"веб-разработка","5344745","168","1781581"
"создание мобильных систем","151510","222","75755"
"создание и обслуживание систем контроля доступа к портам и устройствам","7338152","335","2446050"
"организацию антивирусной защиты","6416945","88","3208472"
"решения касающиеся сетевой безопасности и отражения угроз","9079831","292","3026610"
"организация систем видеонаблюдения","9736742","96","4868371"
"построение и обслуживание структурированных кабельных систем (СКС)","1299864","32","433288"
"создание и поддержка интеллектуальных медиасистем","935780","318","467890"
"телефония","5852111","139","1950703"
"создание виртуального офиса","2243790","211","747930"
"организация резервного копирования","8204250","364","2734750"
"администрирование сетей и серверов","8599701","259","4299850"
"техническая поддержка рабочих станций и ИТ сервисов","106011","290","35337"
"веб-разработка","1259009","103","629504"
"создание мобильных систем","1118660","223","372886"
"создание и обслуживание систем контроля доступа к портам и устройствам","3030707","147","1515353"
"организацию антивирусной защиты","5941584","267","2970792"
"решения касающиеся сетевой безопасности и отражения угроз","2521213","57","840404"
"организация систем видеонаблюдения","9687658","156","4843829"
"построение и обслуживание структурированных кабельных систем (СКС)","2069601","348","1034800"
"создание и поддержка интеллектуальных медиасистем","5344849","225","2672424"
"телефония","9780997","179","3260332"
"создание виртуального офиса","5869160","201","2934580"
"организация резервного копирования","4661886","336","2330943"
"администрирование сетей и серверов","2636656","239","878885"
"техническая поддержка рабочих станций и ИТ сервисов","6153878","72","2051292"
"веб-разработка","6935160","344","2311720"
"создание мобильных систем","4269039","143","2134519"
"создание и обслуживание систем контроля доступа к портам и устройствам","1561236","190","780618"
"организацию антивирусной защиты","4949449","29","1649816"
"решения касающиеся сетевой безопасности и отражения угроз","3780035","48","1890017"
"организация систем видеонаблюдения","1454315","232","727157"
"построение и обслуживание структурированных кабельных систем (СКС)","9600983","312","3200327"
"создание и поддержка интеллектуальных медиасистем","8268548","94","4134274"
"телефония","6875860","168","3437930"
"создание виртуального офиса","4130307","70","2065153"
"организация резервного копирования","832966","113","416483"
"администрирование сетей и серверов","3982141","157","1991070"
