"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"администрирование сетей и серверов","1306078","177","653039"
"техническая поддержка рабочих станций и ИТ сервисов","2416430","350","1208215"
"веб-разработка","425921","164","212960"
"создание мобильных систем","5823035","105","2911517"
"создание и обслуживание систем контроля доступа к портам и устройствам","1482997","108","494332"
"организацию антивирусной защиты","4161655","211","1387218"
"решения касающиеся сетевой безопасности и отражения угроз","1870794","99","935397"
"организация систем видеонаблюдения","9217662","70","4608831"
"построение и обслуживание структурированных кабельных систем (СКС)","9811724","58","3270574"
"создание и поддержка интеллектуальных медиасистем","9785848","261","3261949"
"телефония","2050885","37","683628"
"создание виртуального офиса","4806619","311","1602206"
"организация резервного копирования","9025985","126","4512992"
"администрирование сетей и серверов","8246643","174","4123321"
"техническая поддержка рабочих станций и ИТ сервисов","4663782","139","2331891"
"веб-разработка","1978234","284","659411"
"создание мобильных систем","7434943","108","3717471"
"создание и обслуживание систем контроля доступа к портам и устройствам","581119","118","193706"
"организацию антивирусной защиты","4211844","259","1403948"
"решения касающиеся сетевой безопасности и отражения угроз","9815722","246","4907861"
"организация систем видеонаблюдения","2971961","283","1485980"
"построение и обслуживание структурированных кабельных систем (СКС)","6640344","273","3320172"
"создание и поддержка интеллектуальных медиасистем","4091249","212","2045624"
"телефония","2812399","219","1406199"
"создание виртуального офиса","4690515","290","1563505"
"организация резервного копирования","576127","284","192042"
"администрирование сетей и серверов","7817546","34","2605848"
"техническая поддержка рабочих станций и ИТ сервисов","3426246","76","1713123"
"веб-разработка","2500352","87","1250176"
"создание мобильных систем","6730293","236","3365146"
"создание и обслуживание систем контроля доступа к портам и устройствам","6626793","297","2208931"
"организацию антивирусной защиты","7679701","229","2559900"
"решения касающиеся сетевой безопасности и отражения угроз","3346725","116","1115575"
"организация систем видеонаблюдения","928624","357","464312"
"построение и обслуживание структурированных кабельных систем (СКС)","6755288","176","2251762"
"создание и поддержка интеллектуальных медиасистем","2794292","60","1397146"
"телефония","8883292","160","2961097"
"создание виртуального офиса","3347831","100","1673915"
"организация резервного копирования","8960640","334","2986880"
"администрирование сетей и серверов","6231442","262","3115721"
"техническая поддержка рабочих станций и ИТ сервисов","9826037","78","3275345"
"веб-разработка","9961952","32","4980976"
"создание мобильных систем","1982143","238","660714"
"создание и обслуживание систем контроля доступа к портам и устройствам","6218310","334","3109155"
"организацию антивирусной защиты","1366712","66","683356"
"решения касающиеся сетевой безопасности и отражения угроз","5202916","62","2601458"
"организация систем видеонаблюдения","378904","261","126301"
"построение и обслуживание структурированных кабельных систем (СКС)","575795","26","287897"
"создание и поддержка интеллектуальных медиасистем","2200486","97","1100243"
"телефония","6144644","76","2048214"
"создание виртуального офиса","7411766","60","3705883"
"организация резервного копирования","3419773","304","1709886"
"администрирование сетей и серверов","445113","293","148371"
"техническая поддержка рабочих станций и ИТ сервисов","5117831","222","2558915"
"веб-разработка","3462095","21","1154031"
"создание мобильных систем","2547481","294","1273740"
"создание и обслуживание систем контроля доступа к портам и устройствам","4453028","170","1484342"
"организацию антивирусной защиты","967102","309","322367"
"решения касающиеся сетевой безопасности и отражения угроз","8975978","302","4487989"
"организация систем видеонаблюдения","5999063","357","2999531"
"построение и обслуживание структурированных кабельных систем (СКС)","1563153","50","521051"
"создание и поддержка интеллектуальных медиасистем","7178676","304","2392892"
"телефония","8003881","187","2667960"
"создание виртуального офиса","4965205","31","1655068"
"организация резервного копирования","2674970","206","1337485"
"администрирование сетей и серверов","3251347","37","1625673"
"техническая поддержка рабочих станций и ИТ сервисов","5142160","185","2571080"
"веб-разработка","4173782","225","2086891"
"создание мобильных систем","6609375","303","2203125"
"создание и обслуживание систем контроля доступа к портам и устройствам","3063447","248","1021149"
"организацию антивирусной защиты","1339052","214","446350"
"решения касающиеся сетевой безопасности и отражения угроз","3227905","328","1075968"
"организация систем видеонаблюдения","1142934","42","571467"
"построение и обслуживание структурированных кабельных систем (СКС)","6886494","303","3443247"
"создание и поддержка интеллектуальных медиасистем","2600193","36","866731"
"телефония","360105","189","180052"
"создание виртуального офиса","990768","299","495384"
"организация резервного копирования","9735548","51","4867774"
"администрирование сетей и серверов","5176782","156","1725594"
"техническая поддержка рабочих станций и ИТ сервисов","6172680","300","2057560"
"веб-разработка","7952809","270","2650936"
"создание мобильных систем","400843","169","200421"
"создание и обслуживание систем контроля доступа к портам и устройствам","8384895","279","4192447"
"организацию антивирусной защиты","6090564","193","2030188"
"решения касающиеся сетевой безопасности и отражения угроз","9279947","141","4639973"
"организация систем видеонаблюдения","6512960","206","3256480"
"построение и обслуживание структурированных кабельных систем (СКС)","2117743","63","705914"
"создание и поддержка интеллектуальных медиасистем","5524883","252","1841627"
"телефония","4221664","179","1407221"
"создание виртуального офиса","6177945","101","3088972"
"организация резервного копирования","5782072","253","2891036"
"администрирование сетей и серверов","2800091","272","1400045"
"техническая поддержка рабочих станций и ИТ сервисов","9303794","73","4651897"
"веб-разработка","8515346","33","4257673"
"создание мобильных систем","9095161","44","4547580"
"создание и обслуживание систем контроля доступа к портам и устройствам","8808658","243","4404329"
"организацию антивирусной защиты","6566434","177","2188811"
"решения касающиеся сетевой безопасности и отражения угроз","7549718","172","2516572"
"организация систем видеонаблюдения","3377090","109","1688545"
"построение и обслуживание структурированных кабельных систем (СКС)","4524324","215","2262162"
"создание и поддержка интеллектуальных медиасистем","614305","238","204768"
"телефония","1898995","205","949497"
"создание виртуального офиса","3490623","180","1745311"
"организация резервного копирования","479283","274","159761"
"администрирование сетей и серверов","674189","37","224729"
"техническая поддержка рабочих станций и ИТ сервисов","1912934","215","637644"
"веб-разработка","4777471","271","2388735"
"создание мобильных систем","4260761","185","2130380"
"создание и обслуживание систем контроля доступа к портам и устройствам","3041739","110","1013913"
"организацию антивирусной защиты","3365110","70","1682555"
"решения касающиеся сетевой безопасности и отражения угроз","6689472","72","3344736"
"организация систем видеонаблюдения","3050696","111","1016898"
"построение и обслуживание структурированных кабельных систем (СКС)","9202814","289","3067604"
"создание и поддержка интеллектуальных медиасистем","1205725","332","602862"
"телефония","5728792","80","1909597"
"создание виртуального офиса","9286003","170","4643001"
"организация резервного копирования","6776322","312","2258774"
"администрирование сетей и серверов","7198720","98","2399573"
"техническая поддержка рабочих станций и ИТ сервисов","4624642","327","2312321"
"веб-разработка","4897894","332","1632631"
"создание мобильных систем","9541288","44","3180429"
"создание и обслуживание систем контроля доступа к портам и устройствам","8495455","65","4247727"
"организацию антивирусной защиты","3772964","164","1257654"
"решения касающиеся сетевой безопасности и отражения угроз","5758927","139","1919642"
"организация систем видеонаблюдения","5299470","236","1766490"
"построение и обслуживание структурированных кабельных систем (СКС)","5433992","42","1811330"
"создание и поддержка интеллектуальных медиасистем","5081593","199","2540796"
"телефония","6777408","23","2259136"
"создание виртуального офиса","5728441","290","2864220"
"организация резервного копирования","8226694","102","2742231"
"администрирование сетей и серверов","3181599","64","1590799"
"техническая поддержка рабочих станций и ИТ сервисов","7534252","278","2511417"
"веб-разработка","7966258","140","3983129"
"создание мобильных систем","3387831","330","1693915"
"создание и обслуживание систем контроля доступа к портам и устройствам","3150815","127","1050271"
"организацию антивирусной защиты","1714607","201","571535"
"решения касающиеся сетевой безопасности и отражения угроз","7271578","268","3635789"
"организация систем видеонаблюдения","3315420","34","1105140"
"построение и обслуживание структурированных кабельных систем (СКС)","6848661","37","2282887"
"создание и поддержка интеллектуальных медиасистем","5845483","287","1948494"
"телефония","5367723","152","1789241"
"создание виртуального офиса","4252329","37","1417443"
"организация резервного копирования","7290683","321","2430227"
"администрирование сетей и серверов","3297516","38","1099172"
"техническая поддержка рабочих станций и ИТ сервисов","2890445","198","1445222"
"веб-разработка","7589500","88","3794750"
"создание мобильных систем","2351350","79","783783"
"создание и обслуживание систем контроля доступа к портам и устройствам","666637","217","333318"
"организацию антивирусной защиты","8230706","359","2743568"
"решения касающиеся сетевой безопасности и отражения угроз","6933162","19","2311054"
"организация систем видеонаблюдения","215260","120","71753"
"построение и обслуживание структурированных кабельных систем (СКС)","928500","314","309500"
"создание и поддержка интеллектуальных медиасистем","8548239","115","4274119"
"телефония","6104821","51","3052410"
"создание виртуального офиса","8533665","171","4266832"
"организация резервного копирования","2690808","281","1345404"
"администрирование сетей и серверов","1901431","282","633810"
"техническая поддержка рабочих станций и ИТ сервисов","511354","187","170451"
"веб-разработка","6182493","50","3091246"
"создание мобильных систем","5016163","354","1672054"
"создание и обслуживание систем контроля доступа к портам и устройствам","5246197","68","2623098"
"организацию антивирусной защиты","5926982","317","2963491"
"решения касающиеся сетевой безопасности и отражения угроз","4831739","282","2415869"
"организация систем видеонаблюдения","7591826","255","2530608"
"построение и обслуживание структурированных кабельных систем (СКС)","9427717","158","4713858"
"создание и поддержка интеллектуальных медиасистем","7981705","315","2660568"
"телефония","8778912","288","4389456"
"создание виртуального офиса","8840889","169","2946963"
"организация резервного копирования","5963056","191","2981528"
"администрирование сетей и серверов","3926883","62","1308961"
"техническая поддержка рабочих станций и ИТ сервисов","9659254","170","4829627"
"веб-разработка","8819715","301","4409857"
"создание мобильных систем","5291587","210","2645793"
"создание и обслуживание систем контроля доступа к портам и устройствам","1694650","343","847325"
"организацию антивирусной защиты","9979445","340","4989722"
"решения касающиеся сетевой безопасности и отражения угроз","5461400","185","2730700"
"организация систем видеонаблюдения","6404011","152","3202005"
"построение и обслуживание структурированных кабельных систем (СКС)","4978414","52","1659471"
"создание и поддержка интеллектуальных медиасистем","4237453","326","1412484"
"телефония","5474071","200","2737035"
"создание виртуального офиса","7692559","327","3846279"
"организация резервного копирования","6891107","278","3445553"
"администрирование сетей и серверов","4144146","241","2072073"
"техническая поддержка рабочих станций и ИТ сервисов","4933410","247","1644470"
"веб-разработка","8677577","290","2892525"
"создание мобильных систем","5736740","196","2868370"
"создание и обслуживание систем контроля доступа к портам и устройствам","3983065","351","1327688"
"организацию антивирусной защиты","7936386","345","3968193"
"решения касающиеся сетевой безопасности и отражения угроз","5729291","224","1909763"
"организация систем видеонаблюдения","4490777","29","1496925"
"построение и обслуживание структурированных кабельных систем (СКС)","981087","44","327029"
"создание и поддержка интеллектуальных медиасистем","8692009","127","4346004"
"телефония","9415259","44","3138419"
"создание виртуального офиса","1796714","258","898357"
"организация резервного копирования","4529177","256","2264588"
"администрирование сетей и серверов","9633712","312","4816856"
"техническая поддержка рабочих станций и ИТ сервисов","5161003","161","2580501"
"веб-разработка","2295831","46","765277"
"создание мобильных систем","1461717","111","730858"
"создание и обслуживание систем контроля доступа к портам и устройствам","5153124","343","1717708"
"организацию антивирусной защиты","127103","292","63551"
"решения касающиеся сетевой безопасности и отражения угроз","2176087","45","1088043"
"организация систем видеонаблюдения","2136679","112","712226"
"построение и обслуживание структурированных кабельных систем (СКС)","6967559","276","3483779"
"создание и поддержка интеллектуальных медиасистем","6314989","347","3157494"
"телефония","7601761","216","3800880"
"создание виртуального офиса","840366","277","280122"
"организация резервного копирования","1014187","79","338062"
"администрирование сетей и серверов","5525846","347","1841948"
"техническая поддержка рабочих станций и ИТ сервисов","9442576","357","3147525"
"веб-разработка","3068597","60","1022865"
"создание мобильных систем","3150188","256","1575094"
"создание и обслуживание систем контроля доступа к портам и устройствам","3933808","196","1966904"
"организацию антивирусной защиты","756758","346","252252"
"решения касающиеся сетевой безопасности и отражения угроз","1019733","180","339911"
"организация систем видеонаблюдения","7980331","156","2660110"
"построение и обслуживание структурированных кабельных систем (СКС)","250014","85","125007"
"создание и поддержка интеллектуальных медиасистем","8722880","150","2907626"
"телефония","9054615","14","3018205"
"создание виртуального офиса","2649315","166","883105"
"организация резервного копирования","5959265","210","1986421"
"администрирование сетей и серверов","1104866","162","368288"
"техническая поддержка рабочих станций и ИТ сервисов","2039032","225","679677"
"веб-разработка","4203498","249","1401166"
"создание мобильных систем","9260647","142","3086882"
"создание и обслуживание систем контроля доступа к портам и устройствам","5403743","262","2701871"
"организацию антивирусной защиты","7378086","177","3689043"
"решения касающиеся сетевой безопасности и отражения угроз","6706982","66","3353491"
"организация систем видеонаблюдения","4575618","277","1525206"
"построение и обслуживание структурированных кабельных систем (СКС)","5868534","354","2934267"
"создание и поддержка интеллектуальных медиасистем","174535","322","58178"
"телефония","3900969","112","1950484"
"создание виртуального офиса","844372","356","422186"
"организация резервного копирования","2775308","103","1387654"
"администрирование сетей и серверов","669144","321","334572"
"техническая поддержка рабочих станций и ИТ сервисов","9494826","133","3164942"
"веб-разработка","8884198","330","4442099"
"создание мобильных систем","1610323","129","536774"
"создание и обслуживание систем контроля доступа к портам и устройствам","1437171","275","479057"
"организацию антивирусной защиты","9169057","119","3056352"
"решения касающиеся сетевой безопасности и отражения угроз","7418328","207","3709164"
"организация систем видеонаблюдения","3989844","293","1329948"
"построение и обслуживание структурированных кабельных систем (СКС)","5056810","198","2528405"
"создание и поддержка интеллектуальных медиасистем","6985215","283","2328405"
"телефония","5254578","46","2627289"
"создание виртуального офиса","6988766","267","3494383"
"организация резервного копирования","4812015","140","1604005"
"администрирование сетей и серверов","374408","120","187204"
"техническая поддержка рабочих станций и ИТ сервисов","8841369","359","2947123"
"веб-разработка","1702474","68","567491"
"создание мобильных систем","310070","305","103356"
"создание и обслуживание систем контроля доступа к портам и устройствам","3881486","55","1940743"
"организацию антивирусной защиты","1725534","97","575178"
"решения касающиеся сетевой безопасности и отражения угроз","9740650","80","4870325"
"организация систем видеонаблюдения","5330066","124","2665033"
"построение и обслуживание структурированных кабельных систем (СКС)","2625579","125","875193"
"создание и поддержка интеллектуальных медиасистем","2995952","72","998650"
"телефония","1109998","131","554999"
"создание виртуального офиса","1537596","111","768798"
"организация резервного копирования","9732794","289","4866397"
"администрирование сетей и серверов","836466","227","278822"
"техническая поддержка рабочих станций и ИТ сервисов","6544883","251","3272441"
"веб-разработка","5511955","21","1837318"
"создание мобильных систем","6223315","25","3111657"
"создание и обслуживание систем контроля доступа к портам и устройствам","6701959","141","3350979"
"организацию антивирусной защиты","1480105","151","493368"
"решения касающиеся сетевой безопасности и отражения угроз","2561213","218","1280606"
"организация систем видеонаблюдения","3966177","162","1322059"
"построение и обслуживание структурированных кабельных систем (СКС)","996937","293","332312"
"создание и поддержка интеллектуальных медиасистем","3864511","161","1288170"
"телефония","3277419","350","1092473"
"создание виртуального офиса","4242082","245","2121041"
"организация резервного копирования","4558041","290","2279020"
"администрирование сетей и серверов","5546957","80","1848985"
"техническая поддержка рабочих станций и ИТ сервисов","7449146","111","3724573"
"веб-разработка","1026779","327","342259"
"создание мобильных систем","482480","309","241240"
"создание и обслуживание систем контроля доступа к портам и устройствам","2309949","346","769983"
"организацию антивирусной защиты","5808694","111","2904347"
"решения касающиеся сетевой безопасности и отражения угроз","4572884","229","2286442"
"организация систем видеонаблюдения","8613076","37","2871025"
"построение и обслуживание структурированных кабельных систем (СКС)","7243254","314","3621627"
"создание и поддержка интеллектуальных медиасистем","8626521","223","4313260"
"телефония","2219831","214","739943"
"создание виртуального офиса","8112807","179","4056403"
"организация резервного копирования","7078567","167","3539283"
"администрирование сетей и серверов","3443921","271","1721960"
"техническая поддержка рабочих станций и ИТ сервисов","6823457","77","3411728"
"веб-разработка","8626169","121","4313084"
"создание мобильных систем","2796397","28","1398198"
"создание и обслуживание систем контроля доступа к портам и устройствам","3407872","118","1135957"
"организацию антивирусной защиты","6266050","121","2088683"
"решения касающиеся сетевой безопасности и отражения угроз","197598","129","65866"
"организация систем видеонаблюдения","5475073","314","1825024"
"построение и обслуживание структурированных кабельных систем (СКС)","5168925","156","1722975"
"создание и поддержка интеллектуальных медиасистем","4290839","176","2145419"
"телефония","898363","21","299454"
"создание виртуального офиса","5793793","53","1931264"
"организация резервного копирования","3136503","183","1568251"
"администрирование сетей и серверов","5529985","102","1843328"
"техническая поддержка рабочих станций и ИТ сервисов","5191833","339","1730611"
"веб-разработка","394265","100","197132"
"создание мобильных систем","5983578","238","1994526"
"создание и обслуживание систем контроля доступа к портам и устройствам","6120097","207","2040032"
"организацию антивирусной защиты","6665499","194","3332749"
"решения касающиеся сетевой безопасности и отражения угроз","9292110","101","4646055"
"организация систем видеонаблюдения","9592938","358","3197646"
"построение и обслуживание структурированных кабельных систем (СКС)","2308947","105","769649"
"создание и поддержка интеллектуальных медиасистем","5398444","287","1799481"
"телефония","1451399","94","725699"
"создание виртуального офиса","8466380","40","4233190"
"организация резервного копирования","2431492","136","810497"
"администрирование сетей и серверов","516850","347","258425"
"техническая поддержка рабочих станций и ИТ сервисов","3040568","164","1013522"
"веб-разработка","780229","86","390114"
"создание мобильных систем","4179634","308","1393211"
"создание и обслуживание систем контроля доступа к портам и устройствам","9967072","307","4983536"
"организацию антивирусной защиты","743564","166","247854"
"решения касающиеся сетевой безопасности и отражения угроз","6574201","93","3287100"
"организация систем видеонаблюдения","2439262","331","1219631"
"построение и обслуживание структурированных кабельных систем (СКС)","9995399","96","3331799"
"создание и поддержка интеллектуальных медиасистем","597390","203","199130"
"телефония","2605077","131","868359"
"создание виртуального офиса","7501808","322","3750904"
"организация резервного копирования","7323563","241","3661781"
"администрирование сетей и серверов","9897972","59","4948986"
"техническая поддержка рабочих станций и ИТ сервисов","9559465","273","4779732"
"веб-разработка","7936712","343","2645570"
"создание мобильных систем","148724","161","74362"
"создание и обслуживание систем контроля доступа к портам и устройствам","4833609","49","2416804"
"организацию антивирусной защиты","8664333","134","4332166"
"решения касающиеся сетевой безопасности и отражения угроз","2021820","97","1010910"
"организация систем видеонаблюдения","2706811","358","1353405"
"построение и обслуживание структурированных кабельных систем (СКС)","4758965","349","1586321"
"создание и поддержка интеллектуальных медиасистем","8128484","259","4064242"
"телефония","5875059","349","1958353"
"создание виртуального офиса","1778853","278","889426"
"организация резервного копирования","8706956","63","2902318"
"администрирование сетей и серверов","9400798","148","3133599"
"техническая поддержка рабочих станций и ИТ сервисов","9842332","193","3280777"
"веб-разработка","2789324","332","929774"
"создание мобильных систем","6846512","38","3423256"
"создание и обслуживание систем контроля доступа к портам и устройствам","8046263","157","2682087"
"организацию антивирусной защиты","4055244","190","1351748"
"решения касающиеся сетевой безопасности и отражения угроз","9607352","198","4803676"
"организация систем видеонаблюдения","1044803","57","348267"
"построение и обслуживание структурированных кабельных систем (СКС)","5993405","96","1997801"
"создание и поддержка интеллектуальных медиасистем","5760466","210","2880233"
"телефония","9391820","34","3130606"
"создание виртуального офиса","947213","71","315737"
"организация резервного копирования","6492175","231","3246087"
"администрирование сетей и серверов","8623481","45","4311740"
"техническая поддержка рабочих станций и ИТ сервисов","8486685","204","4243342"
"веб-разработка","6752614","185","2250871"
"создание мобильных систем","2358848","229","1179424"
"создание и обслуживание систем контроля доступа к портам и устройствам","2957978","35","985992"
"организацию антивирусной защиты","8832894","217","4416447"
"решения касающиеся сетевой безопасности и отражения угроз","4583232","164","1527744"
"организация систем видеонаблюдения","2157371","308","719123"
"построение и обслуживание структурированных кабельных систем (СКС)","9989530","168","4994765"
"создание и поддержка интеллектуальных медиасистем","192726","29","96363"
"телефония","9096340","232","3032113"
"создание виртуального офиса","1151489","192","383829"
"организация резервного копирования","9254695","172","4627347"
"администрирование сетей и серверов","2747891","282","915963"
"техническая поддержка рабочих станций и ИТ сервисов","7335592","338","2445197"
"веб-разработка","2710157","82","1355078"
"создание мобильных систем","2894059","299","964686"
"создание и обслуживание систем контроля доступа к портам и устройствам","106072","156","35357"
"организацию антивирусной защиты","3576794","166","1192264"
"решения касающиеся сетевой безопасности и отражения угроз","136281","178","68140"
"организация систем видеонаблюдения","239851","57","119925"
"построение и обслуживание структурированных кабельных систем (СКС)","6863442","136","2287814"
"создание и поддержка интеллектуальных медиасистем","1382316","343","460772"
"телефония","7421049","245","2473683"
"создание виртуального офиса","3340606","62","1113535"
"организация резервного копирования","1889352","178","629784"
"администрирование сетей и серверов","8836844","114","2945614"
"техническая поддержка рабочих станций и ИТ сервисов","835365","98","278455"
"веб-разработка","5735437","153","2867718"
"создание мобильных систем","5655696","236","2827848"
"создание и обслуживание систем контроля доступа к портам и устройствам","5152030","245","2576015"
"организацию антивирусной защиты","576309","188","192103"
"решения касающиеся сетевой безопасности и отражения угроз","2422596","245","1211298"
"организация систем видеонаблюдения","3211071","293","1070357"
"построение и обслуживание структурированных кабельных систем (СКС)","5814664","268","2907332"
"создание и поддержка интеллектуальных медиасистем","5970661","196","1990220"
"телефония","5986834","296","1995611"
"создание виртуального офиса","4290360","228","1430120"
"организация резервного копирования","7087354","14","3543677"
"администрирование сетей и серверов","1552023","119","517341"
"техническая поддержка рабочих станций и ИТ сервисов","8634722","262","4317361"
"веб-разработка","8614598","247","4307299"
"создание мобильных систем","969944","171","323314"
"создание и обслуживание систем контроля доступа к портам и устройствам","8626583","205","2875527"
"организацию антивирусной защиты","7464470","364","2488156"
"решения касающиеся сетевой безопасности и отражения угроз","6840325","51","3420162"
