"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"создание и поддержка интеллектуальных медиасистем","3942551","103","1314183"
"телефония","3766781","207","1883390"
"создание виртуального офиса","6533270","106","3266635"
"организация резервного копирования","377590","121","188795"
"администрирование сетей и серверов","9933688","78","4966844"
"техническая поддержка рабочих станций и ИТ сервисов","3735916","26","1245305"
"веб-разработка","540701","300","180233"
"создание мобильных систем","8200040","23","2733346"
"создание и обслуживание систем контроля доступа к портам и устройствам","8110235","183","2703411"
"организацию антивирусной защиты","7526092","254","2508697"
"решения касающиеся сетевой безопасности и отражения угроз","5011313","29","1670437"
"организация систем видеонаблюдения","1108558","116","369519"
"построение и обслуживание структурированных кабельных систем (СКС)","3909196","193","1954598"
"создание и поддержка интеллектуальных медиасистем","3890282","90","1296760"
"телефония","7540213","143","3770106"
"создание виртуального офиса","5852613","27","2926306"
"организация резервного копирования","9086614","357","4543307"
"администрирование сетей и серверов","2059083","71","686361"
"техническая поддержка рабочих станций и ИТ сервисов","1846251","213","615417"
"веб-разработка","3222917","289","1611458"
"создание мобильных систем","5371645","170","1790548"
"создание и обслуживание систем контроля доступа к портам и устройствам","9850618","71","4925309"
"организацию антивирусной защиты","1994418","276","664806"
"решения касающиеся сетевой безопасности и отражения угроз","1491973","124","745986"
"организация систем видеонаблюдения","3361691","43","1680845"
"построение и обслуживание структурированных кабельных систем (СКС)","6681472","126","2227157"
"создание и поддержка интеллектуальных медиасистем","5327672","199","2663836"
"телефония","2513145","353","1256572"
"создание виртуального офиса","1652534","233","550844"
"организация резервного копирования","8666866","181","2888955"
"администрирование сетей и серверов","6657188","353","2219062"
"техническая поддержка рабочих станций и ИТ сервисов","4520571","76","2260285"
"веб-разработка","5173179","71","2586589"
"создание мобильных систем","988740","125","329580"
"создание и обслуживание систем контроля доступа к портам и устройствам","6875545","353","2291848"
"организацию антивирусной защиты","210184","318","105092"
"решения касающиеся сетевой безопасности и отражения угроз","7262073","39","2420691"
"организация систем видеонаблюдения","6256316","168","3128158"
"построение и обслуживание структурированных кабельных систем (СКС)","204904","236","68301"
"создание и поддержка интеллектуальных медиасистем","2617729","174","1308864"
"телефония","1636764","316","818382"
"создание виртуального офиса","7831489","122","2610496"
"организация резервного копирования","2298133","139","1149066"
"администрирование сетей и серверов","8468049","209","2822683"
"техническая поддержка рабочих станций и ИТ сервисов","4644612","273","1548204"
"веб-разработка","8459697","167","4229848"
"создание мобильных систем","5661123","226","2830561"
"создание и обслуживание систем контроля доступа к портам и устройствам","7108911","127","2369637"
"организацию антивирусной защиты","7198177","316","3599088"
"решения касающиеся сетевой безопасности и отражения угроз","7205714","193","2401904"
"организация систем видеонаблюдения","9493471","341","3164490"
"построение и обслуживание структурированных кабельных систем (СКС)","5353113","200","2676556"
"создание и поддержка интеллектуальных медиасистем","6008877","52","3004438"
"телефония","4716576","79","1572192"
"создание виртуального офиса","9421382","14","3140460"
"организация резервного копирования","5208608","79","2604304"
"администрирование сетей и серверов","5592391","211","1864130"
"техническая поддержка рабочих станций и ИТ сервисов","7060773","79","3530386"
"веб-разработка","8439572","185","4219786"
"создание мобильных систем","8605955","342","4302977"
"создание и обслуживание систем контроля доступа к портам и устройствам","1889991","93","944995"
"организацию антивирусной защиты","400487","187","133495"
"решения касающиеся сетевой безопасности и отражения угроз","9704394","39","4852197"
"организация систем видеонаблюдения","2437396","232","812465"
"построение и обслуживание структурированных кабельных систем (СКС)","1093155","125","546577"
"создание и поддержка интеллектуальных медиасистем","8477692","97","4238846"
"телефония","592091","27","197363"
"создание виртуального офиса","3119094","55","1039698"
"организация резервного копирования","2065117","324","1032558"
"администрирование сетей и серверов","4399960","161","1466653"
"техническая поддержка рабочих станций и ИТ сервисов","1167187","228","583593"
"веб-разработка","3911336","17","1303778"
"создание мобильных систем","3663462","62","1831731"
"создание и обслуживание систем контроля доступа к портам и устройствам","1766567","269","588855"
"организацию антивирусной защиты","987813","216","329271"
"решения касающиеся сетевой безопасности и отражения угроз","9207355","67","4603677"
"организация систем видеонаблюдения","7787156","55","2595718"
"построение и обслуживание структурированных кабельных систем (СКС)","5535222","232","2767611"
"создание и поддержка интеллектуальных медиасистем","5893487","178","2946743"
"телефония","9298783","14","4649391"
"создание виртуального офиса","8345531","353","4172765"
"организация резервного копирования","2295659","166","765219"
"администрирование сетей и серверов","348780","73","174390"
"техническая поддержка рабочих станций и ИТ сервисов","475676","217","158558"
"веб-разработка","7423626","302","3711813"
"создание мобильных систем","3522293","330","1761146"
"создание и обслуживание систем контроля доступа к портам и устройствам","8698838","44","2899612"
"организацию антивирусной защиты","3374748","75","1124916"
"решения касающиеся сетевой безопасности и отражения угроз","7065061","16","2355020"
"организация систем видеонаблюдения","1924509","176","962254"
"построение и обслуживание структурированных кабельных систем (СКС)","5434133","143","2717066"
"создание и поддержка интеллектуальных медиасистем","1578406","197","526135"
"телефония","2549883","26","849961"
"создание виртуального офиса","2649628","65","883209"
"организация резервного копирования","4487497","331","1495832"
"администрирование сетей и серверов","6861317","300","2287105"
"техническая поддержка рабочих станций и ИТ сервисов","2639267","63","1319633"
"веб-разработка","3343399","319","1671699"
"создание мобильных систем","9558928","363","3186309"
"создание и обслуживание систем контроля доступа к портам и устройствам","1596999","35","798499"
"организацию антивирусной защиты","5148376","304","2574188"
"решения касающиеся сетевой безопасности и отражения угроз","6247590","257","3123795"
"организация систем видеонаблюдения","6557012","127","2185670"
"построение и обслуживание структурированных кабельных систем (СКС)","2666209","60","888736"
"создание и поддержка интеллектуальных медиасистем","2755822","25","918607"
"телефония","1966882","96","983441"
"создание виртуального офиса","5865556","53","2932778"
"организация резервного копирования","4917488","150","1639162"
"администрирование сетей и серверов","970415","287","323471"
"техническая поддержка рабочих станций и ИТ сервисов","461308","361","230654"
"веб-разработка","5595437","206","1865145"
"создание мобильных систем","7771450","237","3885725"
"создание и обслуживание систем контроля доступа к портам и устройствам","5091351","321","1697117"
"организацию антивирусной защиты","7365498","299","2455166"
"решения касающиеся сетевой безопасности и отражения угроз","2668773","174","889591"
"организация систем видеонаблюдения","9667059","283","4833529"
"построение и обслуживание структурированных кабельных систем (СКС)","4735752","255","2367876"
"создание и поддержка интеллектуальных медиасистем","2898044","204","966014"
"телефония","6489876","100","2163292"
"создание виртуального офиса","3787164","240","1893582"
"организация резервного копирования","4482379","272","2241189"
"администрирование сетей и серверов","9719405","42","4859702"
"техническая поддержка рабочих станций и ИТ сервисов","9261328","154","3087109"
"веб-разработка","406341","343","203170"
"создание мобильных систем","2200324","257","1100162"
"создание и обслуживание систем контроля доступа к портам и устройствам","7322869","296","3661434"
"организацию антивирусной защиты","6213107","295","2071035"
"решения касающиеся сетевой безопасности и отражения угроз","8386803","108","4193401"
"организация систем видеонаблюдения","2197680","37","732560"
"построение и обслуживание структурированных кабельных систем (СКС)","2484587","322","1242293"
"создание и поддержка интеллектуальных медиасистем","7525483","176","2508494"
"телефония","3582589","42","1194196"
"создание виртуального офиса","8609886","219","2869962"
"организация резервного копирования","5243432","235","1747810"
"администрирование сетей и серверов","6695710","292","3347855"
"техническая поддержка рабочих станций и ИТ сервисов","6840720","356","3420360"
"веб-разработка","1517159","362","505719"
"создание мобильных систем","8623063","215","4311531"
"создание и обслуживание систем контроля доступа к портам и устройствам","8252567","97","4126283"
"организацию антивирусной защиты","118739","72","39579"
"решения касающиеся сетевой безопасности и отражения угроз","6910347","208","3455173"
"организация систем видеонаблюдения","4303528","132","2151764"
"построение и обслуживание структурированных кабельных систем (СКС)","908017","364","302672"
"создание и поддержка интеллектуальных медиасистем","2733380","152","1366690"
"телефония","5761546","176","1920515"
"создание виртуального офиса","2697059","244","899019"
"организация резервного копирования","1204831","197","401610"
"администрирование сетей и серверов","775777","110","258592"
"техническая поддержка рабочих станций и ИТ сервисов","5752219","289","2876109"
"веб-разработка","7400538","226","2466846"
"создание мобильных систем","2607094","132","869031"
"создание и обслуживание систем контроля доступа к портам и устройствам","1173187","169","586593"
"организацию антивирусной защиты","7573324","325","2524441"
"решения касающиеся сетевой безопасности и отражения угроз","567256","51","283628"
"организация систем видеонаблюдения","6451896","99","3225948"
"построение и обслуживание структурированных кабельных систем (СКС)","7414949","217","3707474"
"создание и поддержка интеллектуальных медиасистем","9788439","296","4894219"
"телефония","5296981","213","2648490"
"создание виртуального офиса","6538718","325","2179572"
"организация резервного копирования","7058882","211","3529441"
"администрирование сетей и серверов","7565790","122","2521930"
"техническая поддержка рабочих станций и ИТ сервисов","3588875","139","1196291"
"веб-разработка","8075425","17","4037712"
"создание мобильных систем","2654268","51","1327134"
"создание и обслуживание систем контроля доступа к портам и устройствам","1940195","214","646731"
"организацию антивирусной защиты","1416419","32","708209"
"решения касающиеся сетевой безопасности и отражения угроз","4443813","240","2221906"
"организация систем видеонаблюдения","8075481","249","2691827"
"построение и обслуживание структурированных кабельных систем (СКС)","8440262","146","4220131"
"создание и поддержка интеллектуальных медиасистем","9182440","50","4591220"
"телефония","532674","187","266337"
"создание виртуального офиса","8873128","46","4436564"
"организация резервного копирования","4064667","193","2032333"
"администрирование сетей и серверов","7056030","68","2352010"
"техническая поддержка рабочих станций и ИТ сервисов","984016","333","328005"
"веб-разработка","7285250","155","3642625"
"создание мобильных систем","125671","236","41890"
"создание и обслуживание систем контроля доступа к портам и устройствам","9475211","51","4737605"
"организацию антивирусной защиты","299758","243","99919"
"решения касающиеся сетевой безопасности и отражения угроз","7007915","177","3503957"
"организация систем видеонаблюдения","1077335","63","538667"
"построение и обслуживание структурированных кабельных систем (СКС)","2728051","107","1364025"
"создание и поддержка интеллектуальных медиасистем","156399","47","78199"
"телефония","1416951","158","708475"
"создание виртуального офиса","6786621","355","3393310"
"организация резервного копирования","9809442","277","4904721"
"администрирование сетей и серверов","4528482","159","1509494"
"техническая поддержка рабочих станций и ИТ сервисов","4226217","201","1408739"
"веб-разработка","1400488","254","700244"
"создание мобильных систем","3786978","70","1893489"
"создание и обслуживание систем контроля доступа к портам и устройствам","4832253","284","1610751"
"организацию антивирусной защиты","5921271","126","2960635"
"решения касающиеся сетевой безопасности и отражения угроз","1163071","324","581535"
"организация систем видеонаблюдения","3581996","349","1790998"
"построение и обслуживание структурированных кабельных систем (СКС)","556518","315","278259"
"создание и поддержка интеллектуальных медиасистем","6093866","253","3046933"
"телефония","5005627","341","2502813"
"создание виртуального офиса","7844827","355","3922413"
"организация резервного копирования","1836861","77","918430"
"администрирование сетей и серверов","7308545","137","2436181"
"техническая поддержка рабочих станций и ИТ сервисов","2941918","81","1470959"
"веб-разработка","604604","102","302302"
"создание мобильных систем","988776","154","494388"
"создание и обслуживание систем контроля доступа к портам и устройствам","4051380","193","2025690"
"организацию антивирусной защиты","1818163","233","606054"
"решения касающиеся сетевой безопасности и отражения угроз","4078817","215","2039408"
"организация систем видеонаблюдения","7549852","100","3774926"
"построение и обслуживание структурированных кабельных систем (СКС)","365750","356","121916"
"создание и поддержка интеллектуальных медиасистем","1304802","284","652401"
"телефония","8380309","113","2793436"
"создание виртуального офиса","1626246","290","813123"
"организация резервного копирования","7020852","345","2340284"
"администрирование сетей и серверов","2980912","229","993637"
"техническая поддержка рабочих станций и ИТ сервисов","5653675","284","2826837"
"веб-разработка","9756564","300","4878282"
"создание мобильных систем","8362523","124","2787507"
"создание и обслуживание систем контроля доступа к портам и устройствам","8090801","177","4045400"
"организацию антивирусной защиты","705199","282","235066"
"решения касающиеся сетевой безопасности и отражения угроз","2081154","141","693718"
"организация систем видеонаблюдения","715478","226","357739"
"построение и обслуживание структурированных кабельных систем (СКС)","4118828","79","1372942"
"создание и поддержка интеллектуальных медиасистем","2665949","191","1332974"
"телефония","9380868","235","3126956"
"создание виртуального офиса","1138484","105","569242"
"организация резервного копирования","8256650","274","2752216"
"администрирование сетей и серверов","2517168","283","1258584"
"техническая поддержка рабочих станций и ИТ сервисов","6533901","172","3266950"
"веб-разработка","2376648","225","1188324"
"создание мобильных систем","7842137","304","3921068"
"создание и обслуживание систем контроля доступа к портам и устройствам","7306163","209","2435387"
"организацию антивирусной защиты","6133274","216","2044424"
"решения касающиеся сетевой безопасности и отражения угроз","949098","201","316366"
"организация систем видеонаблюдения","9167427","73","4583713"
"построение и обслуживание структурированных кабельных систем (СКС)","5539732","355","2769866"
"создание и поддержка интеллектуальных медиасистем","6943774","140","3471887"
"телефония","2712603","22","904201"
"создание виртуального офиса","6723174","341","2241058"
"организация резервного копирования","9166423","103","4583211"
"администрирование сетей и серверов","2309643","316","769881"
"техническая поддержка рабочих станций и ИТ сервисов","8056646","247","2685548"
"веб-разработка","1573840","348","524613"
"создание мобильных систем","7660902","175","3830451"
"создание и обслуживание систем контроля доступа к портам и устройствам","3166842","266","1583421"
"организацию антивирусной защиты","6563265","241","3281632"
"решения касающиеся сетевой безопасности и отражения угроз","2327801","149","1163900"
"организация систем видеонаблюдения","1909061","105","636353"
"построение и обслуживание структурированных кабельных систем (СКС)","6245527","269","3122763"
"создание и поддержка интеллектуальных медиасистем","2330099","272","776699"
"телефония","7962333","279","2654111"
"создание виртуального офиса","3996547","111","1332182"
"организация резервного копирования","9747244","362","3249081"
"администрирование сетей и серверов","7816975","207","2605658"
"техническая поддержка рабочих станций и ИТ сервисов","2272244","245","1136122"
"веб-разработка","2656397","357","885465"
"создание мобильных систем","6663783","323","2221261"
"создание и обслуживание систем контроля доступа к портам и устройствам","588479","142","294239"
"организацию антивирусной защиты","6441520","304","3220760"
"решения касающиеся сетевой безопасности и отражения угроз","1631997","102","815998"
"организация систем видеонаблюдения","4012395","32","2006197"
"построение и обслуживание структурированных кабельных систем (СКС)","9596764","185","3198921"
"создание и поддержка интеллектуальных медиасистем","5716051","141","2858025"
"телефония","8784945","287","2928315"
"создание виртуального офиса","7970833","154","2656944"
"организация резервного копирования","8189849","339","4094924"
"администрирование сетей и серверов","4377994","301","1459331"
"техническая поддержка рабочих станций и ИТ сервисов","4713686","235","1571228"
"веб-разработка","9344024","30","4672012"
"создание мобильных систем","5854848","314","1951616"
"создание и обслуживание систем контроля доступа к портам и устройствам","584233","340","194744"
"организацию антивирусной защиты","7864642","50","2621547"
"решения касающиеся сетевой безопасности и отражения угроз","7662192","298","3831096"
"организация систем видеонаблюдения","278324","62","139162"
"построение и обслуживание структурированных кабельных систем (СКС)","6127748","84","2042582"
"создание и поддержка интеллектуальных медиасистем","4459328","14","2229664"
"телефония","1119391","297","559695"
"создание виртуального офиса","6137814","358","2045938"
"организация резервного копирования","9879816","146","4939908"
"администрирование сетей и серверов","3651686","200","1217228"
"техническая поддержка рабочих станций и ИТ сервисов","1527853","298","509284"
"веб-разработка","3274499","177","1091499"
"создание мобильных систем","3331316","72","1665658"
"создание и обслуживание систем контроля доступа к портам и устройствам","4177923","359","1392641"
"организацию антивирусной защиты","1410291","296","470097"
"решения касающиеся сетевой безопасности и отражения угроз","8020281","26","2673427"
"организация систем видеонаблюдения","8646647","115","2882215"
"построение и обслуживание структурированных кабельных систем (СКС)","2171349","78","723783"
"создание и поддержка интеллектуальных медиасистем","8761787","77","4380893"
"телефония","7696570","20","3848285"
"создание виртуального офиса","5064423","143","1688141"
"организация резервного копирования","7461879","162","3730939"
"администрирование сетей и серверов","5147635","123","1715878"
"техническая поддержка рабочих станций и ИТ сервисов","6471818","25","2157272"
"веб-разработка","3660795","46","1830397"
"создание мобильных систем","480183","100","240091"
"создание и обслуживание систем контроля доступа к портам и устройствам","2000628","228","1000314"
"организацию антивирусной защиты","4479795","240","1493265"
"решения касающиеся сетевой безопасности и отражения угроз","2959046","344","986348"
"организация систем видеонаблюдения","2652229","232","1326114"
"построение и обслуживание структурированных кабельных систем (СКС)","8212682","324","2737560"
"создание и поддержка интеллектуальных медиасистем","2529320","215","1264660"
"телефония","8310449","283","4155224"
"создание виртуального офиса","8496639","250","4248319"
"организация резервного копирования","6683078","314","3341539"
"администрирование сетей и серверов","9625875","251","4812937"
"техническая поддержка рабочих станций и ИТ сервисов","699337","164","349668"
"веб-разработка","6513160","221","2171053"
"создание мобильных систем","2830229","130","1415114"
"создание и обслуживание систем контроля доступа к портам и устройствам","860911","235","430455"
"организацию антивирусной защиты","3149906","182","1049968"
"решения касающиеся сетевой безопасности и отражения угроз","4690699","202","1563566"
"организация систем видеонаблюдения","1142254","235","380751"
"построение и обслуживание структурированных кабельных систем (СКС)","298890","291","99630"
"создание и поддержка интеллектуальных медиасистем","263282","108","131641"
"телефония","2034123","348","678041"
"создание виртуального офиса","8219512","227","2739837"
"организация резервного копирования","8509256","174","2836418"
"администрирование сетей и серверов","1328856","97","442952"
"техническая поддержка рабочих станций и ИТ сервисов","3936107","167","1968053"
"веб-разработка","4686019","43","1562006"
"создание мобильных систем","1237280","133","412426"
"создание и обслуживание систем контроля доступа к портам и устройствам","6728123","97","2242707"
"организацию антивирусной защиты","2762741","214","920913"
"решения касающиеся сетевой безопасности и отражения угроз","7380518","249","3690259"
"организация систем видеонаблюдения","6039946","320","2013315"
"построение и обслуживание структурированных кабельных систем (СКС)","1878681","322","939340"
"создание и поддержка интеллектуальных медиасистем","9933786","322","3311262"
"телефония","3078732","347","1539366"
"создание виртуального офиса","9508229","357","4754114"
"организация резервного копирования","445575","321","148525"
"администрирование сетей и серверов","2339926","317","779975"
"техническая поддержка рабочих станций и ИТ сервисов","1964880","41","654960"
"веб-разработка","9251657","265","4625828"
"создание мобильных систем","9966444","97","3322148"
"создание и обслуживание систем контроля доступа к портам и устройствам","5682270","295","1894090"
"организацию антивирусной защиты","6098320","102","3049160"
"решения касающиеся сетевой безопасности и отражения угроз","8777541","17","2925847"
"организация систем видеонаблюдения","244778","91","81592"
"построение и обслуживание структурированных кабельных систем (СКС)","1042853","95","521426"
"создание и поддержка интеллектуальных медиасистем","6560163","228","2186721"
"телефония","633293","26","211097"
"создание виртуального офиса","9264708","107","3088236"
"организация резервного копирования","5469114","172","1823038"
"администрирование сетей и серверов","1677620","125","559206"
"техническая поддержка рабочих станций и ИТ сервисов","1357909","107","678954"
"веб-разработка","4266986","119","1422328"
"создание мобильных систем","5235151","171","2617575"
"создание и обслуживание систем контроля доступа к портам и устройствам","3374907","269","1124969"
"организацию антивирусной защиты","9414395","291","3138131"
"решения касающиеся сетевой безопасности и отражения угроз","9629538","92","4814769"
"организация систем видеонаблюдения","4757844","275","1585948"
"построение и обслуживание структурированных кабельных систем (СКС)","339542","78","113180"
"создание и поддержка интеллектуальных медиасистем","9255774","188","3085258"
"телефония","5862453","112","1954151"
"создание виртуального офиса","7991042","19","2663680"
"организация резервного копирования","980649","275","326883"
"администрирование сетей и серверов","6779277","229","2259759"
"техническая поддержка рабочих станций и ИТ сервисов","4553267","188","2276633"
"веб-разработка","9704372","263","3234790"
"создание мобильных систем","9967343","196","4983671"
"создание и обслуживание систем контроля доступа к портам и устройствам","2933659","202","1466829"
"организацию антивирусной защиты","729795","352","243265"
"решения касающиеся сетевой безопасности и отражения угроз","1973775","202","657925"
"организация систем видеонаблюдения","1032603","289","516301"
"построение и обслуживание структурированных кабельных систем (СКС)","680398","311","340199"
"создание и поддержка интеллектуальных медиасистем","840139","346","280046"
"телефония","5627842","247","1875947"
"создание виртуального офиса","2766864","289","1383432"
"организация резервного копирования","467830","106","233915"
"администрирование сетей и серверов","6114169","173","3057084"
"техническая поддержка рабочих станций и ИТ сервисов","443624","217","221812"
"веб-разработка","4483545","297","2241772"
"создание мобильных систем","6031835","59","3015917"
"создание и обслуживание систем контроля доступа к портам и устройствам","7882348","318","2627449"
"организацию антивирусной защиты","9227082","241","3075694"
"решения касающиеся сетевой безопасности и отражения угроз","9838182","237","3279394"
"организация систем видеонаблюдения","8731471","140","2910490"
"построение и обслуживание структурированных кабельных систем (СКС)","4329858","81","2164929"
"создание и поддержка интеллектуальных медиасистем","619490","300","206496"
"телефония","6785859","345","3392929"
"создание виртуального офиса","9200290","84","4600145"
"организация резервного копирования","2249406","41","1124703"
"администрирование сетей и серверов","7735131","135","3867565"
"техническая поддержка рабочих станций и ИТ сервисов","874935","250","437467"
"веб-разработка","7285108","71","2428369"
"создание мобильных систем","1419221","351","709610"
"создание и обслуживание систем контроля доступа к портам и устройствам","8422292","107","4211146"
"организацию антивирусной защиты","981686","207","327228"
"решения касающиеся сетевой безопасности и отражения угроз","1723302","79","574434"
"организация систем видеонаблюдения","9126262","229","3042087"
"построение и обслуживание структурированных кабельных систем (СКС)","2039491","171","1019745"
"создание и поддержка интеллектуальных медиасистем","8394083","22","2798027"
"телефония","7216201","341","3608100"
"создание виртуального офиса","5001044","231","2500522"
"организация резервного копирования","7367958","321","2455986"
"администрирование сетей и серверов","8781990","226","2927330"
"техническая поддержка рабочих станций и ИТ сервисов","7692184","132","3846092"
"веб-разработка","3434193","326","1144731"
"создание мобильных систем","4658516","42","2329258"
"создание и обслуживание систем контроля доступа к портам и устройствам","7724166","80","2574722"
"организацию антивирусной защиты","9744098","169","3248032"
"решения касающиеся сетевой безопасности и отражения угроз","727464","341","242488"
